0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0886103,t4:0.0943162,(t5:0.0887528,(t1:0.1876362,t2:0.1839723):0.3391465):0.1255815); 0.33914652698828995 0.12558145979978055 [1.519076010417051, -1.6221591918361644, 1.2758523881369506, -4.5978275687759025, -4.729582887098476, 2.049100872852116, -1.0166921744226358] 1.0 -4483.759521191288 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0886103,t4:0.0943162,(t5:0.0887528,(t1:0.1876362,t2:0.1839723):0.3391465):0.1255815); 0.33914652698828995 0.12558145979978055 [-3.092674544033582, 1.282070692588431, -1.3745261490139695, -0.1290780162979405, -0.8090118336165266, -0.8255399125493662, -0.06100919032289747] 0.7367725620345031 -4483.759521191288 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1016424,t4:0.1009889,(t5:0.0804228,(t1:0.1587268,t2:0.1726841):0.3356986):0.1293651); 0.33569860654453637 0.12936507787429857 [0.8662515617190432, 0.20107418858744497, -0.7255470285637187, -4.330734708660434, -2.901709815957631, 0.45131943540203345, 0.2687808738292611] 1.0 -4472.268500424019 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1021732,t4:0.1066414,(t5:0.0915786,(t1:0.1562620,t2:0.1566724):0.3390022):0.1386725); 0.3390021793263316 0.13867254621992228 [-0.4489636700477657, -0.07843835248281483, 0.8466621914240583, -1.628182341905668, -3.2357343083248455, 1.0829997669278768, 0.5456003089702202] 1.0 -4466.828125782007 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1044706,t4:0.1071748,(t5:0.1052875,(t1:0.1374060,t2:0.1280597):0.3553402):0.1342555); 0.3553402038817417 0.13425548353755395 [-0.3487000586713416, -0.6139604476452746, 0.8154577435709768, -2.932683604831841, -4.112541297916853, 2.247115123320984, -0.8492584293296122] 1.0 -4452.937485572203 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1034430,t4:0.0893356,(t5:0.1020148,(t1:0.1255856,t2:0.1235179):0.3690107):0.1320207); 0.3690106853996907 0.13202070627887105 [-0.5479806764355551, -1.8668110849506458, -0.8193224951979468, -2.01846266027792, -1.5838492460758569, 1.8808692696698524, -0.5525761892672845] 1.0 -4446.33924568834 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0933288,t4:0.0885029,(t5:0.1046872,(t1:0.1295134,t2:0.1219125):0.3787045):0.1179382); 0.3787044962885963 0.11793819344112473 [-1.099184929485852, -0.05334825425686249, -0.17588786152798014, -0.5076914813291885, -1.2949611261181155, 1.4043623560597618, -1.4699003491748417] 1.0 -4444.975612859299 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0860714,t4:0.0836784,(t5:0.1078101,(t1:0.1322034,t2:0.1149444):0.3799988):0.1201991); 0.37999876111917824 0.12019911570718723 [-0.48646636460602466, -0.19652858127164302, -0.20444633962129083, -0.6355686610126146, -1.7353429316799671, 0.5520842895898754, 0.10023425173550596] 1.0 -4444.527370404744 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0894995,t4:0.0846004,(t5:0.1026707,(t1:0.1328305,t2:0.0985527):0.3968163):0.1307271); 0.3968163103944713 0.1307271254640474 [0.4302466502387568, 0.29434596812567115, -1.0251892384645425, -0.7468835330061805, -2.3787550405651343, 1.9924356109449548, 0.7435106964410352] 1.0 -4440.143762012294 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0832331,t4:0.1033044,(t5:0.1166831,(t1:0.1255308,t2:0.0839792):0.3892224):0.1427270); 0.3892223768422288 0.1427270081332753 [-0.446394842067372, 1.4343187938013813, 0.5878256352566656, -1.274041812541915, -1.7642138486741619, -0.401525710308004, 0.5959608780249539] 0.8886795694758138 -4441.692458173105 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0866110,t4:0.0978863,(t5:0.1027588,(t1:0.1038734,t2:0.0892581):0.3932668):0.1225152); 0.3932667597855403 0.12251524466008908 [0.4544473570311153, -0.8219533458347945, -1.8325582039096262, -2.241186972758063, 0.30178980963262747, 0.7580325222843816, -2.1723058837393654] 1.0 -4436.938951584051 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0869792,t4:0.0950479,(t5:0.1005845,(t1:0.1096055,t2:0.0892499):0.3860163):0.1067741); 0.3860162736238633 0.10677405754603961 [0.1828194751176641, -0.4560732160406151, -0.46382887954311747, 0.35052831053288547, -0.29137912139363265, -0.3098012205601278, -1.3341150788611695] 1.0 -4437.712735698041 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0869792,t4:0.0950479,(t5:0.1005845,(t1:0.1096055,t2:0.0892499):0.3860163):0.1067741); 0.3860162736238633 0.10677405754603961 [0.9465732043233251, 0.24998557136554794, -2.1237031789729084, 1.3088675943913852, 2.657444824387627, -0.13996963330518594, 0.6232287361945558] 0.4852133122369059 -4437.712735698041 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0869792,t4:0.0950479,(t5:0.1005845,(t1:0.1096055,t2:0.0892499):0.3860163):0.1067741); 0.3860162736238633 0.10677405754603961 [-1.7328534564131326, 0.6760067360023683, 0.4484431948163539, 0.40745462726719717, 0.7608361607032688, 0.08394550964740967, -0.0314800607699995] 0.6605038274776395 -4437.712735698041 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0886633,t4:0.0902270,(t5:0.0868793,(t1:0.1053956,t2:0.0767735):0.3904826):0.1208319); 0.3904826126544191 0.12083192348957905 [0.27428106032883803, -0.4985075103929214, -1.4144113311371755, -0.38007601996197926, -1.0852556972435874, 0.8501746112925814, 1.4332370571305186] 1.0 -4436.326459109445 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0977819,t4:0.0838030,(t5:0.0802586,(t1:0.0921958,t2:0.0739072):0.3950259):0.1243942); 0.39502586945792373 0.12439422418339108 [0.7119320027860094, -0.44876164031292143, -0.5695768293208361, -0.8005762837493878, 0.1845638243475185, 0.8398327544948088, 0.3717255277657648] 0.7890606001958538 -4437.200638024963 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0906840,t4:0.0913924,(t5:0.0698938,(t1:0.0971191,t2:0.0839679):0.4026384):0.1286370); 0.4026383878567881 0.1286370330782219 [-0.6836838747014639, 0.6804646085910578, -0.6701051765367646, 0.6791324551801157, 1.038292662059784, 1.1021403849494327, 0.45990287370201954] 1.0 -4435.882480615801 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1031063,t4:0.0879566,(t5:0.0846356,(t1:0.0939764,t2:0.0943859):0.4017784):0.1141389); 0.4017784407002829 0.11413892629654118 [0.841696898745483, -0.3389177917409308, 1.5239788394972007, -0.15609614298248625, 0.7888364986117149, 0.23523503659307882, -1.2438473766725138] 0.9150407025851343 -4436.335088776082 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1031063,t4:0.0879566,(t5:0.0846356,(t1:0.0939764,t2:0.0943859):0.4017784):0.1141389); 0.4017784407002829 0.11413892629654118 [1.3127694550080988, -0.019018928895161536, -1.3498275718933475, 0.3552673658700672, -1.4124146682836611, 0.29059871350229505, 1.2613619646415888] 0.8802344337518142 -4436.335088776082 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0988619,t4:0.0882896,(t5:0.0764185,(t1:0.1162125,t2:0.0838437):0.4148422):0.1092860); 0.41484216247184924 0.10928603070023232 [-0.668489126188482, 0.052799226804078336, -0.46347855157378687, 1.8890459165429265, -1.2772775547167352, 1.5447149127509494, -0.057027927695345426] 0.8623529188154162 -4435.837150312404 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0988619,t4:0.0882896,(t5:0.0764185,(t1:0.1162125,t2:0.0838437):0.4148422):0.1092860); 0.41484216247184924 0.10928603070023232 [0.29232075209501585, -1.796735565527918, 0.6034130855764676, -0.15829794208744505, 0.05588241743684735, 0.11881229853699475, 0.04731564381626391] 0.9057885657013048 -4435.837150312404 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0988619,t4:0.0882896,(t5:0.0764185,(t1:0.1162125,t2:0.0838437):0.4148422):0.1092860); 0.41484216247184924 0.10928603070023232 [0.13980157867477225, 0.7060419406305506, -0.12190585577521135, 1.0459147112968472, 2.542390098335922, -0.8495301134031158, 1.743158579330949] 0.5460764070507095 -4435.837150312404 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0743419,t4:0.0893364,(t5:0.0756513,(t1:0.1124572,t2:0.0850200):0.4291009):0.1190691); 0.4291009042901768 0.119069124370675 [-1.610045181891444, 0.22619586543615477, 0.19322301997792518, -0.641222638613059, -0.09868471586323169, 1.5717957428275366, 1.1947355739190932] 1.0 -4435.7930064582 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0905927,t4:0.0932130,(t5:0.0824866,(t1:0.1033002,t2:0.0872406):0.4339050):0.1372743); 0.43390499489730533 0.13727428889762613 [1.621886538295647, 0.2311618212082022, 0.5249071494190714, -0.9696455238935026, 0.05138219184413556, 0.5912785115829293, 1.551484537949341] 1.0 -4433.8483492466285 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0915087,t4:0.0996015,(t5:0.0829554,(t1:0.1065645,t2:0.0804307):0.4312749):0.1380301); 0.43127494428842633 0.13803010144550545 [0.012870408261535862, 0.2543370383857854, -0.12398245948178341, 0.2718250583130658, -0.6826298226246109, -0.13428190408330332, -0.21960633647828376] 0.9391549498802462 -4434.218132194587 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0800568,t4:0.0925030,(t5:0.0782461,(t1:0.1116201,t2:0.0967467):0.4204679):0.1243361); 0.42046793160503837 0.12433610978359104 [-0.6539480449117094, -0.7583919131888173, -0.34608288287662875, 0.13288033665993215, 1.1190561538076125, -0.8899377339583312, -1.31672524240503] 0.82295642384209 -4435.683296735858 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0832340,t4:0.0953843,(t5:0.0906784,(t1:0.0973772,t2:0.0922360):0.4113377):0.1226932); 0.41133771310924594 0.12269315674910597 [0.6163578425889267, 0.11543552461090062, 1.0556986831662334, -1.3572853525212734, -0.6850326088420808, -0.6706529889055706, -0.20886823888034692] 1.0 -4435.291822436353 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0803586,t4:0.0965726,(t5:0.0910336,(t1:0.0950405,t2:0.0738518):0.4148797):0.1254885); 0.4148797234870148 0.12548848451213226 [0.13792003330907948, -0.08081173753134585, -0.18024374595001671, 0.17540890383176036, -1.4238957940560217, 0.5810017194954951, 0.17145613320899458] 0.8820388092171325 -4435.96316159258 false     NaN
