0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t5:0.1142480,(t1:0.2572695,t3:0.1478376):0.1400703,(t2:0.2409052,t4:0.1680425):0.3469781); 0.14007030353395614 0.34697810407070084 [-0.558099719223321, 7.539314001745978, 2.1720825120756038, -6.1234301516595755, 7.020764631331897, 1.6707354626953066, -6.241699878540725] 1.0 -5387.804309414143 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t5:0.1033610,(t1:0.2766733,t3:0.1686844):0.1173453,(t2:0.2705006,t4:0.1603571):0.3194025); 0.11734533852299056 0.31940251358214583 [-1.2924024558998322, 4.231961788908899, 2.01856425286088, -4.4350623933974225, 5.222945667836839, -0.5635515081635053, -5.446911853749803] 1.0 -5337.330715033597 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t5:0.1058455,(t1:0.2924547,t3:0.1619434):0.0840384,(t2:0.3068633,t4:0.1488933):0.2968553); 0.08403842889968745 0.2968552654939237 [0.2705672292920278, 3.669889633672068, -0.7262692827716848, -5.377436080746908, 5.411098219094956, -1.0252759362925734, -5.008907911495591] 1.0 -5289.980365287502 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t5:0.1042004,(t1:0.3249066,t3:0.1677764):0.0706613,(t2:0.3224383,t4:0.1558109):0.2672114); 0.0706613202889068 0.2672114183557955 [0.02941996869493191, 4.8387550314444265, 0.36662838843244006, -3.3493661894361995, 3.0965983098590923, 0.6144279847571847, -5.742444658949947] 1.0 -5251.09713439031 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t5:0.1000771,(t1:0.3353334,t3:0.1824844):0.0555051,(t2:0.3220829,t4:0.1508489):0.2557882); 0.055505058533803636 0.25578819281137166 [-0.0038567399678479664, 2.4873442691870276, 1.0428614696164369, -3.4308556123954235, 1.5163198733910537, -0.4689902763647454, -3.9243731910470734] 1.0 -5237.020293569765 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t5:0.1031796,(t1:0.3667256,t3:0.1826737):0.0408298,(t2:0.3508338,t4:0.1362337):0.2194609); 0.04082976942722607 0.21946093091949026 [0.8525938450273189, 4.261516120025956, -0.5183427694529471, -3.3252756003062545, 4.154528492332554, -1.3397878469829205, -6.426466645511923] 1.0 -5195.001859112643 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t5:0.1043554,(t1:0.3840260,t3:0.1567759):0.0203430,(t2:0.3711985,t4:0.1427259):0.1826225); 0.02034296035585267 0.18262248581897145 [1.0194383102136864, 2.731193432544846, -2.6901378109187988, -3.5661011123696063, 3.0854583254415946, 0.5391123821931545, -6.51568164347935] 1.0 -5157.340536538246 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1475897,(t1:0.3897418,t5:0.1276010):0.0096294,(t2:0.3904896,t4:0.1425233):0.1495951); 0.009629445934656542 0.14959511146531623 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -5120.169105392 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1514700,(t1:0.4059088,t5:0.1224041):0.0331960,(t2:0.4142920,t4:0.1310296):0.1028234); 0.03319599584607105 0.10282338816796951 [-0.3327012215894679, 2.4107795984175873, -0.4215749859809989, 3.4961172321279106, 3.229201849294128, -1.6243142851678032, -7.5178595931571675] 1.0 -5078.321415159635 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1531941,(t1:0.4006282,t5:0.1387980):0.0459147,(t2:0.4229214,t4:0.1075196):0.0779155); 0.04591466236804088 0.07791546260256585 [-0.8492906883188968, 0.314454093378284, 1.2700895358725512, 1.9978154555525465, 1.739179434470754, -2.4427628620099484, -5.212986915672564] 1.0 -5060.956279542264 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1433335,(t1:0.3987099,t5:0.1199032):0.0506902,(t2:0.4304915,t4:0.1075658):0.0597111); 0.05069016758214905 0.05971111498873481 [-1.8583285000568561, 0.6713011532871468, -1.8828779258193833, 1.3757548462814584, 1.5872944404819522, -0.10425876214796351, -4.428639782679573] 1.0 -5047.27884811112 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1162489,(t1:0.4037049,t5:0.1163215):0.0449844,(t2:0.4584699,t4:0.1050863):0.0260464); 0.04498442693604926 0.026046361975428 [-2.9675772607230373, 1.344211142584316, -0.06966567967419074, 1.0448456723118809, 3.432879143659651, -0.18887428060125022, -5.562079156724022] 1.0 -5024.673628828304 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1096697,(t1:0.4099737,t5:0.1178134):0.0467563,(t2:0.4797642,t4:0.1010763):0.0115442); 0.046756330501106134 0.011544200547471037 [-0.7576653580360476, 1.420230451544032, 0.4161630874160911, 1.83932726834061, 2.640303300485807, -0.150598293441284, -3.3047751407907944] 1.0 -5014.455102844623 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t4:0.1008989,(t1:0.4247572,t5:0.1402900):0.0689034,(t2:0.4698117,t3:0.1057177):0.0035565); 0.06890341869879463 0.0035565446068700464 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -5006.279136280397 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t2:0.4848347,t4:0.1115583,(t3:0.1085599,(t1:0.4363098,t5:0.1414897):0.0781479):0.0007991); 0.07814786528160375 7.991461382829113E-4 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -5001.592022735125 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1093285,t4:0.1045181,(t2:0.4913599,(t1:0.4488768,t5:0.1285703):0.0794438):0.0104328); 0.07944383474283977 0.010432770305550607 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -4978.644672938288 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0952019,t4:0.0999093,(t2:0.4866940,(t1:0.4590653,t5:0.1355982):0.0783960):0.0999816); 0.07839599605334895 0.09998164238087567 [-1.724572959147571, -0.7357254448318125, -0.6534305056508466, 1.0712033120304894, 0.04936511582906944, -2.3837496249344894, 9.31530945158122] 1.0 -4930.352051110274 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0952019,t4:0.0999093,(t2:0.4866940,(t1:0.4590653,t5:0.1355982):0.0783960):0.0999816); 0.07839599605334895 0.09998164238087567 [1.7991763674602286, 1.2312960668149064, 1.0591354353461204, -0.7306089081504619, 1.1481035368716925, 0.9776412156261087, 0.304244677487798] 0.6057198513811234 -4930.352051110274 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1076573,t4:0.1011260,(t2:0.4778188,(t1:0.4731037,t5:0.1226232):0.0724067):0.0861097); 0.07240670362250065 0.0861097092761755 [0.5854890162805043, -0.25150004515790486, -0.9738218799039704, 1.4255696189047151, -1.7752975854895268, -2.720683835803863, -0.6361859889886073] 1.0 -4928.845235309518 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.1002745,t4:0.1010071,(t2:0.4724364,(t1:0.4752719,t5:0.1293356):0.0500492):0.0894197); 0.05004918854260188 0.0894196884373058 [-1.1871958618946914, -0.33569387918583793, -0.6378061685898904, 0.19134462114672268, 0.19396574726949056, -4.308487073640746, 1.1779660085130248] 1.0 -4918.873989164038 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0937712,t4:0.1036492,(t2:0.4708556,(t1:0.4774752,t5:0.1451786):0.0270642):0.1033357); 0.027064195479996986 0.10333569161210675 [-0.9262194643185799, -0.10583041431630608, -0.32975352771769945, 0.11493771566983393, 0.9847872897645638, -4.41717390967267, 2.010523602319641] 1.0 -4908.573339925709 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0868419,t4:0.0877501,(t2:0.4839220,(t1:0.4830455,t5:0.1400293):0.0100058):0.1083570); 0.01000577187066377 0.10835703354421734 [-0.6008560992360311, -1.3511005950069623, 1.0620611086366605, 0.4307214589448491, -0.9763795651818112, -3.686931132185915, 1.0918638959172142] 1.0 -4900.901884163647 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0921681,t4:0.0899622,(t1:0.4984912,(t2:0.4797672,t5:0.1268641):0.0048452):0.1036826); 0.00484521027375324 0.10368258782716398 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -4899.069945968307 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0932895,t4:0.0886026,(t2:0.4721962,(t1:0.4737886,t5:0.1366399):0.0016288):0.1234938); 0.0016288005100680873 0.12349384885382513 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -4895.3495240895 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0856517,t4:0.0935309,(t1:0.4801288,(t2:0.4817891,t5:0.1154165):0.0085556):0.1154272); 0.008555605552452288 0.11542724536757784 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -4898.765008741666 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0890556,t4:0.0842170,(t2:0.4797250,(t1:0.4724612,t5:0.1219651):0.0108825):0.1324492); 0.010882468718702874 0.1324492340323936 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -4898.748527362694 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0819614,t4:0.0800595,(t1:0.4440492,(t2:0.4686559,t5:0.1319057):0.0008324):0.1449091); 8.324041341383932E-4 0.14490910087025322 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -4895.188306187742 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0973159,t4:0.0838463,(t5:0.1324516,(t1:0.4297553,t2:0.4748720):0.0064017):0.1298358); 0.0064017039975266836 0.129835759293342 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] 1.0 -4882.849856528534 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0924260,t4:0.0923468,(t5:0.1258854,(t1:0.4467688,t2:0.4553135):0.0879870):0.1376707); 0.08798699681859987 0.13767072881299766 [-0.6417049960492279, 0.7733304910486534, -1.2083080938260684, 0.4380138846268551, -3.3606151403174582, 11.982859824985386, 0.4447927255031379] 1.0 -4782.248514456525 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0870718,t4:0.0772455,(t5:0.1211445,(t1:0.4436303,t2:0.4488250):0.1359953):0.1211672); 0.13599533504871555 0.12116719339934047 [-0.3232756737385084, -0.8811600183733564, -1.0378654028956666, -1.86892593440645, -2.3293410292698837, 7.326415529326376, -1.712788623673646] 1.0 -4748.914568734788 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0879651,t4:0.0791432,(t5:0.1296474,(t1:0.4161723,t2:0.4248725):0.1577351):0.1466707); 0.15773514985780393 0.14667068906216824 [0.22995967274656823, 0.684158605026193, 0.03503015195534087, -4.429585853781013, -4.215232307107852, 4.388127280084233, 1.9664422276742357] 0.9486050904670432 -4723.922239945294 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0769898,t4:0.0692418,(t5:0.1213616,(t1:0.4188931,t2:0.4068820):0.1739363):0.1419667); 0.1739362951203895 0.14196671210339357 [-0.3110409106553862, 0.1837497286707902, -1.5233252869635479, -1.5030581807463768, -3.6594289727770732, 3.597700663068588, -0.9573098695013884] 0.6726281634854303 -4712.631724051447 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0910003,t4:0.0849471,(t5:0.1367147,(t1:0.4081826,t2:0.3762423):0.2063220):0.1416289); 0.20632200855616528 0.14162888596256437 [1.3744497482040765, 1.7647440301627069, 0.5580189501283594, -2.9971803687765886, -5.035098715224187, 4.767140279281102, -0.616618543579414] 1.0 -4684.754984374055 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0948057,t4:0.0771541,(t5:0.1214884,(t1:0.3903845,t2:0.3515332):0.2374420):0.1243265); 0.23744196571768605 0.12432650456437722 [0.29925083608256753, -0.24164874369610478, -2.237480940531843, -3.798800770640587, -4.5268531713802815, 4.3521062528991985, -1.9617681243496745] 1.0 -4656.2065526183405 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0831686,t4:0.0801419,(t5:0.1219938,(t1:0.3809494,t2:0.3347975):0.2423239):0.1178592); 0.24232386062413397 0.11785922875789459 [-0.7843897381189098, 0.7961923941433924, -0.6290595084573194, -2.9903633866105794, -3.7391261588389915, 1.7279112345318997, -0.7427170869156167] 0.9498059831831287 -4644.491859403758 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0791536,t4:0.0708151,(t5:0.1117997,(t1:0.3397597,t2:0.3157275):0.2521056):0.1116752); 0.2521055572789304 0.11167523215589165 [0.2825757341374775, 0.1344436396426434, -1.4670858534887559, -6.16558636998588, -4.027993460310318, 2.236350070277728, -0.49012007353261644] 0.5694351588852914 -4618.706717358313 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0791536,t4:0.0708151,(t5:0.1117997,(t1:0.3397597,t2:0.3157275):0.2521056):0.1116752); 0.2521055572789304 0.11167523215589165 [-0.5177910699840819, -2.263379620531384, -0.615189688732587, -0.8619659326294808, 1.2446290334715067, -0.6702595313806133, -0.13402763410822766] 0.27939171954765957 -4618.706717358313 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0971548,t4:0.0935931,(t5:0.0963287,(t1:0.3277480,t2:0.2937983):0.2665810):0.1077095); 0.2665809831288906 0.10770953764713259 [1.5557094996053094, 2.109570653830659, -1.631882355074641, -3.283352665582935, -4.322635424014615, 2.610361653290385, -0.10300762292840665] 1.0 -4597.781723317873 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0971548,t4:0.0935931,(t5:0.0963287,(t1:0.3277480,t2:0.2937983):0.2665810):0.1077095); 0.2665809831288906 0.10770953764713259 [0.011647496809727985, -0.06360581346089118, 2.4975341413384973, -1.3310828534173667, 0.31152617262836996, 0.8385853852935883, 1.73898015112134] 0.7190227955353905 -4597.781723317873 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0844016,t4:0.0939714,(t5:0.0686948,(t1:0.3067347,t2:0.2805672):0.2967872):0.1273924); 0.2967872373078352 0.12739241373173874 [-1.0032747374558406, -0.09375806677630316, -2.1895247887830616, -4.208575850703719, -3.4921846153718583, 3.9402171695325876, 2.0448020268576785] 1.0 -4577.83717707996 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0714516,t4:0.0954100,(t5:0.0733488,(t1:0.2748455,t2:0.2614099):0.2858478):0.1262091); 0.2858478067754473 0.1262090758156252 [-0.36402832103938076, 0.058903134890051015, 0.9496224083943052, -5.228420942645016, -4.058572874126891, 0.014216037784380298, -0.04111335395863032] 0.7605754036395881 -4560.321959697642 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0799368,t4:0.1006750,(t5:0.0813610,(t1:0.2553263,t2:0.2459318):0.3094397):0.1289514); 0.30943972207708803 0.128951394847531 [1.259574947360565, 0.19586150202697872, 0.9309428268017483, -3.9798453722149434, -3.6998757659297237, 3.2322791108532796, 0.19607286805921373] 1.0 -4539.545786149436 false     NaN
0.2500000 0.2500000 0.2500000 0.2500000 2.0000000 (t3:0.0740521,t4:0.1088712,(t5:0.0750642,(t1:0.2164891,t2:0.2122244):0.3257165):0.1349098); 0.3257165071207464 0.1349098129277326 [0.07004555521145028, 0.27517291187705106, -0.35390326755884816, -5.778961257823829, -5.422945520008046, 2.432244394800596, 0.4633208427780905] 1.0 -4509.568096356489 false     NaN
